Institute,Department,Category,Round,Opening Rank,Closing Rank
IIT Nagpur,EE,GEN,5,3065,3932
IIT Nagpur,EE,GEN-EWS,5,3678,5224
IIT Nagpur,EE,OBC-NCL,5,4141,5625
IIT Nagpur,EE,SC,5,7477,9457
IIT Nagpur,EE,ST,5,9079,9863
IIT Nagpur,CE,GEN,5,5057,6688
IIT Nagpur,CE,GEN-EWS,5,5943,7275
IIT Nagpur,CE,OBC-NCL,5,6958,8010
IIT Nagpur,CE,SC,5,12429,13044
IIT Nagpur,CE,ST,5,14965,16353
IIT Nagpur,ME,GEN,5,4100,5536
IIT Nagpur,ME,GEN-EWS,5,4866,6811
IIT Nagpur,ME,OBC-NCL,5,5653,7024
IIT Nagpur,ME,SC,5,10036,11180
IIT Nagpur,ME,ST,5,12046,12566
IIT Palakkad,CSE,GEN,5,416,1871
IIT Palakkad,CSE,GEN-EWS,5,654,1198
IIT Palakkad,CSE,OBC-NCL,5,649,1206
IIT Palakkad,CSE,SC,5,1152,2340
IIT Palakkad,CSE,ST,5,1585,3067
IIT Palakkad,ECE,GEN,5,2024,3356
IIT Palakkad,ECE,GEN-EWS,5,2346,3480
IIT Palakkad,ECE,OBC-NCL,5,2743,4023
IIT Palakkad,ECE,SC,5,5016,6901
IIT Palakkad,ECE,ST,5,6045,7683
IIT Palakkad,EE,GEN,5,3060,4688
IIT Palakkad,EE,GEN-EWS,5,3613,4462
IIT Palakkad,EE,OBC-NCL,5,4197,5598
IIT Palakkad,EE,SC,5,7542,8758
IIT Palakkad,EE,ST,5,9028,10988
IIT Palakkad,CE,GEN,5,5044,6908
IIT Palakkad,CE,GEN-EWS,5,6022,7598
IIT Palakkad,CE,OBC-NCL,5,6943,8302
IIT Palakkad,CE,SC,5,12420,13252
IIT Palakkad,CE,ST,5,15004,16489
IIT Palakkad,ME,GEN,5,3996,5292
IIT Palakkad,ME,GEN-EWS,5,4855,6621
IIT Palakkad,ME,OBC-NCL,5,5620,7062
IIT Palakkad,ME,SC,5,9907,11673
IIT Palakkad,ME,ST,5,11912,13578
IIT Patna,CSE,GEN,5,489,1189
IIT Patna,CSE,GEN-EWS,5,687,1649
IIT Patna,CSE,OBC-NCL,5,703,2228
IIT Patna,CSE,SC,5,1223,2019
IIT Patna,CSE,ST,5,1577,3125
IIT Patna,ECE,GEN,5,1983,3320
IIT Patna,ECE,GEN-EWS,5,2326,3396
IIT Patna,ECE,OBC-NCL,5,2863,4332
IIT Patna,ECE,SC,5,4950,6108
IIT Patna,ECE,ST,5,6039,6734
IIT Patna,EE,GEN,5,3037,4536
IIT Patna,EE,GEN-EWS,5,3681,4976
IIT Patna,EE,OBC-NCL,5,4233,5120
IIT Patna,EE,SC,5,7598,8195
IIT Patna,EE,ST,5,9015,10540
IIT Patna,CE,GEN,5,4939,5775
IIT Patna,CE,GEN-EWS,5,5963,7830
IIT Patna,CE,OBC-NCL,5,7073,8167
IIT Patna,CE,SC,5,12574,13098
IIT Patna,CE,ST,5,14968,16899
IIT Patna,ME,GEN,5,4000,5009
IIT Patna,ME,GEN-EWS,5,4778,5991
IIT Patna,ME,OBC-NCL,5,5642,6409
IIT Patna,ME,SC,5,10019,11500
IIT Patna,ME,ST,5,11927,13193
IIT Roorkee,CSE,GEN,5,430,2199
IIT Roorkee,CSE,GEN-EWS,5,578,2052
IIT Roorkee,CSE,OBC-NCL,5,650,2267
IIT Roorkee,CSE,SC,5,1218,2390
IIT Roorkee,CSE,ST,5,1596,2333
IIT Roorkee,ECE,GEN,5,1994,3507
IIT Roorkee,ECE,GEN-EWS,5,2453,4220
IIT Roorkee,ECE,OBC-NCL,5,2888,4541
IIT Roorkee,ECE,SC,5,5084,6089
IIT Roorkee,ECE,ST,5,5905,7167
IIT Roorkee,EE,GEN,5,2950,4140
IIT Roorkee,EE,GEN-EWS,5,3556,4954
IIT Roorkee,EE,OBC-NCL,5,4176,5726
IIT Roorkee,EE,SC,5,7463,8090
IIT Roorkee,EE,ST,5,9061,9673
IIT Roorkee,CE,GEN,5,4967,6866
IIT Roorkee,CE,GEN-EWS,5,6007,7700
IIT Roorkee,CE,OBC-NCL,5,7084,9015
IIT Roorkee,CE,SC,5,12586,13689
IIT Roorkee,CE,ST,5,15013,16508
IIT Roorkee,ME,GEN,5,3902,4634
IIT Roorkee,ME,GEN-EWS,5,4754,6003
IIT Roorkee,ME,OBC-NCL,5,5542,6368
IIT Roorkee,ME,SC,5,10028,11222
IIT Roorkee,ME,ST,5,11986,13546
IIT Ropar,CSE,GEN,5,534,2049
IIT Ropar,CSE,GEN-EWS,5,626,1582
IIT Ropar,CSE,OBC-NCL,5,609,1624
IIT Ropar,CSE,SC,5,1290,2724
IIT Ropar,CSE,ST,5,1476,2398
IIT Ropar,ECE,GEN,5,2011,3987
IIT Ropar,ECE,GEN-EWS,5,2471,3236
IIT Ropar,ECE,OBC-NCL,5,2761,3919
IIT Ropar,ECE,SC,5,4932,6572
IIT Ropar,ECE,ST,5,5986,7790
IIT Ropar,EE,GEN,5,3009,3823
IIT Ropar,EE,GEN-EWS,5,3521,4667
IIT Ropar,EE,OBC-NCL,5,4276,6113
IIT Ropar,EE,SC,5,7424,8095
IIT Ropar,EE,ST,5,9038,10453
IIT Ropar,CE,GEN,5,4998,6942
IIT Ropar,CE,GEN-EWS,5,5903,7624
IIT Ropar,CE,OBC-NCL,5,6983,8307
IIT Ropar,CE,SC,5,12512,13377
IIT Ropar,CE,ST,5,14987,15805
IIT Ropar,ME,GEN,5,3912,5759
IIT Ropar,ME,GEN-EWS,5,4832,5556
IIT Ropar,ME,OBC-NCL,5,5658,6813
IIT Ropar,ME,SC,5,10097,11792
IIT Ropar,ME,ST,5,12058,13778
IIT Tirupati,CSE,GEN,5,487,1196
IIT Tirupati,CSE,GEN-EWS,5,565,1595
IIT Tirupati,CSE,OBC-NCL,5,660,2543
IIT Tirupati,CSE,SC,5,1156,1658
IIT Tirupati,CSE,ST,5,1508,2729
IIT Tirupati,ECE,GEN,5,1996,3836
IIT Tirupati,ECE,GEN-EWS,5,2435,3374
IIT Tirupati,ECE,OBC-NCL,5,2867,4268
IIT Tirupati,ECE,SC,5,4959,5681
IIT Tirupati,ECE,ST,5,6058,7188
IIT Tirupati,EE,GEN,5,3048,5031
IIT Tirupati,EE,GEN-EWS,5,3673,5233
IIT Tirupati,EE,OBC-NCL,5,4111,4915
IIT Tirupati,EE,SC,5,7567,8091
IIT Tirupati,EE,ST,5,9037,10612
IIT Tirupati,CE,GEN,5,4934,5875
IIT Tirupati,CE,GEN-EWS,5,6016,6803
IIT Tirupati,CE,OBC-NCL,5,7038,8147
IIT Tirupati,CE,SC,5,12543,13685
IIT Tirupati,CE,ST,5,15075,16047
IIT Tirupati,ME,GEN,5,3922,5524
IIT Tirupati,ME,GEN-EWS,5,4712,5986
IIT Tirupati,ME,OBC-NCL,5,5646,7456
IIT Tirupati,ME,SC,5,10100,11841
IIT Tirupati,ME,ST,5,11912,12482
IIT Bhilai,CSE,GEN,6,585,1376
IIT Bhilai,CSE,GEN-EWS,6,540,2120
IIT Bhilai,CSE,OBC-NCL,6,765,1975
IIT Bhilai,CSE,SC,6,1183,2964
IIT Bhilai,CSE,ST,6,1425,3370
IIT Bhilai,ECE,GEN,6,1961,3887
IIT Bhilai,ECE,GEN-EWS,6,2320,4258
IIT Bhilai,ECE,OBC-NCL,6,2879,3481
IIT Bhilai,ECE,SC,6,4951,5876
IIT Bhilai,ECE,ST,6,6008,7522
IIT Bhilai,EE,GEN,6,3048,4459
IIT Bhilai,EE,GEN-EWS,6,3642,5119
IIT Bhilai,EE,OBC-NCL,6,4131,5620
IIT Bhilai,EE,SC,6,7429,8174
IIT Bhilai,EE,ST,6,8948,10763
IIT Bhilai,CE,GEN,6,5051,6252
IIT Bhilai,CE,GEN-EWS,6,5991,7100
IIT Bhilai,CE,OBC-NCL,6,7058,8649
IIT Bhilai,CE,SC,6,12595,14156
IIT Bhilai,CE,ST,6,15085,16256
IIT Bhilai,ME,GEN,6,3933,5258
IIT Bhilai,ME,GEN-EWS,6,4863,5626
IIT Bhilai,ME,OBC-NCL,6,5530,6908
IIT Bhilai,ME,SC,6,10023,11904
IIT Bhilai,ME,ST,6,12025,12593
IIT Bhubaneswar,CSE,GEN,6,485,1722
IIT Bhubaneswar,CSE,GEN-EWS,6,556,1489
IIT Bhubaneswar,CSE,OBC-NCL,6,714,2437
IIT Bhubaneswar,CSE,SC,6,1200,1705
IIT Bhubaneswar,CSE,ST,6,1595,3255
IIT Bhubaneswar,ECE,GEN,6,2073,3506
IIT Bhubaneswar,ECE,GEN-EWS,6,2371,4125
IIT Bhubaneswar,ECE,OBC-NCL,6,2769,3898
IIT Bhubaneswar,ECE,SC,6,4954,6404
IIT Bhubaneswar,ECE,ST,6,6007,6891
IIT Bhubaneswar,EE,GEN,6,3001,4210
IIT Bhubaneswar,EE,GEN-EWS,6,3588,4418
IIT Bhubaneswar,EE,OBC-NCL,6,4231,5237
IIT Bhubaneswar,EE,SC,6,7477,9311
IIT Bhubaneswar,EE,ST,6,9070,10845
IIT Bhubaneswar,CE,GEN,6,4955,6862
IIT Bhubaneswar,CE,GEN-EWS,6,5962,6949
IIT Bhubaneswar,CE,OBC-NCL,6,7094,7878
IIT Bhubaneswar,CE,SC,6,12555,14299
IIT Bhubaneswar,CE,ST,6,15012,16695
IIT Bhubaneswar,ME,GEN,6,3911,4522
IIT Bhubaneswar,ME,GEN-EWS,6,4797,6385
IIT Bhubaneswar,ME,OBC-NCL,6,5689,7074
IIT Bhubaneswar,ME,SC,6,10086,11163
IIT Bhubaneswar,ME,ST,6,11949,12856
IIT Bombay,CSE,GEN,6,450,2334
IIT Bombay,CSE,GEN-EWS,6,612,2444
IIT Bombay,CSE,OBC-NCL,6,620,2310
IIT Bombay,CSE,SC,6,1330,2017
IIT Bombay,CSE,ST,6,1455,2973
IIT Bombay,ECE,GEN,6,2024,3974
IIT Bombay,ECE,GEN-EWS,6,2335,3364
IIT Bombay,ECE,OBC-NCL,6,2809,4418
IIT Bombay,ECE,SC,6,5055,6796
IIT Bombay,ECE,ST,6,6059,7955
IIT Bombay,EE,GEN,6,2975,3533
IIT Bombay,EE,GEN-EWS,6,3655,4403
IIT Bombay,EE,OBC-NCL,6,4200,4730
IIT Bombay,EE,SC,6,7556,9275
IIT Bombay,EE,ST,6,9008,9984
IIT Bombay,CE,GEN,6,4984,6580
IIT Bombay,CE,GEN-EWS,6,6060,8002
IIT Bombay,CE,OBC-NCL,6,6924,8826
IIT Bombay,CE,SC,6,12481,13926
IIT Bombay,CE,ST,6,14976,15497
IIT Bombay,ME,GEN,6,3945,4909
IIT Bombay,ME,GEN-EWS,6,4772,6210
IIT Bombay,ME,OBC-NCL,6,5565,6101
IIT Bombay,ME,SC,6,9967,11456
IIT Bombay,ME,ST,6,11975,12681
IIT Delhi,CSE,GEN,6,437,1376
IIT Delhi,CSE,GEN-EWS,6,689,2668
IIT Delhi,CSE,OBC-NCL,6,689,2477
IIT Delhi,CSE,SC,6,1153,2319
IIT Delhi,CSE,ST,6,1437,2569
IIT Delhi,ECE,GEN,6,2083,2831
IIT Delhi,ECE,GEN-EWS,6,2329,3018
IIT Delhi,ECE,OBC-NCL,6,2724,3574
IIT Delhi,ECE,SC,6,4927,5623
IIT Delhi,ECE,ST,6,6049,7934
IIT Delhi,EE,GEN,6,3082,5019
IIT Delhi,EE,GEN-EWS,6,3626,4204
IIT Delhi,EE,OBC-NCL,6,4130,5760
IIT Delhi,EE,SC,6,7468,8755
IIT Delhi,EE,ST,6,9025,10826
IIT Delhi,CE,GEN,6,4907,6112
IIT Delhi,CE,GEN-EWS,6,5970,7477
IIT Delhi,CE,OBC-NCL,6,7048,8518
IIT Delhi,CE,SC,6,12592,14101
IIT Delhi,CE,ST,6,14916,16504
IIT Delhi,ME,GEN,6,3964,5173
IIT Delhi,ME,GEN-EWS,6,4812,6517
IIT Delhi,ME,OBC-NCL,6,5560,6590
IIT Delhi,ME,SC,6,10097,11391
IIT Delhi,ME,ST,6,11936,13457
IIT Dharwad,CSE,GEN,6,449,1697
IIT Dharwad,CSE,GEN-EWS,6,639,1915
IIT Dharwad,CSE,OBC-NCL,6,604,1199
IIT Dharwad,CSE,SC,6,1181,2348
IIT Dharwad,CSE,ST,6,1446,2274
IIT Dharwad,ECE,GEN,6,2005,3203
IIT Dharwad,ECE,GEN-EWS,6,2336,4079
IIT Dharwad,ECE,OBC-NCL,6,2755,3635
IIT Dharwad,ECE,SC,6,5023,5786
IIT Dharwad,ECE,ST,6,6099,7777
IIT Dharwad,EE,GEN,6,3090,4229
IIT Dharwad,EE,GEN-EWS,6,3530,4172
IIT Dharwad,EE,OBC-NCL,6,4245,5916
IIT Dharwad,EE,SC,6,7565,9539
IIT Dharwad,EE,ST,6,9059,10479
IIT Dharwad,CE,GEN,6,5047,6715
IIT Dharwad,CE,GEN-EWS,6,6040,6587
IIT Dharwad,CE,OBC-NCL,6,6916,7848
IIT Dharwad,CE,SC,6,12475,13266
IIT Dharwad,CE,ST,6,15081,16621
IIT Dharwad,ME,GEN,6,4031,5252
IIT Dharwad,ME,GEN-EWS,6,4831,5950
IIT Dharwad,ME,OBC-NCL,6,5555,6933
IIT Dharwad,ME,SC,6,9982,10770
IIT Dharwad,ME,ST,6,12070,13009
IIT Dhanbad (ISM),CSE,GEN,6,585,2135
IIT Dhanbad (ISM),CSE,GEN-EWS,6,602,2098
IIT Dhanbad (ISM),CSE,OBC-NCL,6,793,1837
IIT Dhanbad (ISM),CSE,SC,6,1201,2561
IIT Dhanbad (ISM),CSE,ST,6,1567,3276
IIT Dhanbad (ISM),ECE,GEN,6,2069,2807
IIT Dhanbad (ISM),ECE,GEN-EWS,6,2440,3241
IIT Dhanbad (ISM),ECE,OBC-NCL,6,2845,3766
IIT Dhanbad (ISM),ECE,SC,6,5089,5941
IIT Dhanbad (ISM),ECE,ST,6,5908,7140
IIT Dhanbad (ISM),EE,GEN,6,3043,4354
IIT Dhanbad (ISM),EE,GEN-EWS,6,3594,5224
IIT Dhanbad (ISM),EE,OBC-NCL,6,4203,4784
IIT Dhanbad (ISM),EE,SC,6,7509,8218
IIT Dhanbad (ISM),EE,ST,6,9046,10407
IIT Dhanbad (ISM),CE,GEN,6,4920,5546
IIT Dhanbad (ISM),CE,GEN-EWS,6,5938,7188
IIT Dhanbad (ISM),CE,OBC-NCL,6,6972,7600
IIT Dhanbad (ISM),CE,SC,6,12449,13955
IIT Dhanbad (ISM),CE,ST,6,15085,15842
IIT Dhanbad (ISM),ME,GEN,6,4015,5637
IIT Dhanbad (ISM),ME,GEN-EWS,6,4881,6853
IIT Dhanbad (ISM),ME,OBC-NCL,6,5655,6922
IIT Dhanbad (ISM),ME,SC,6,10066,11073
IIT Dhanbad (ISM),ME,ST,6,11984,13945
IIT Gandhinagar,CSE,GEN,6,539,1081
IIT Gandhinagar,CSE,GEN-EWS,6,655,1357
IIT Gandhinagar,CSE,OBC-NCL,6,642,2250
IIT Gandhinagar,CSE,SC,6,1326,2695
IIT Gandhinagar,CSE,ST,6,1477,3179
IIT Gandhinagar,ECE,GEN,6,1981,2908
IIT Gandhinagar,ECE,GEN-EWS,6,2408,4035
IIT Gandhinagar,ECE,OBC-NCL,6,2893,4165
IIT Gandhinagar,ECE,SC,6,5095,6318
IIT Gandhinagar,ECE,ST,6,5935,7425
IIT Gandhinagar,EE,GEN,6,2994,3719
IIT Gandhinagar,EE,GEN-EWS,6,3605,5120
IIT Gandhinagar,EE,OBC-NCL,6,4132,5324
IIT Gandhinagar,EE,SC,6,7586,8530
IIT Gandhinagar,EE,ST,6,9049,10844
IIT Gandhinagar,CE,GEN,6,4944,5703
IIT Gandhinagar,CE,GEN-EWS,6,6090,6779
IIT Gandhinagar,CE,OBC-NCL,6,6963,8525
IIT Gandhinagar,CE,SC,6,12430,13431
IIT Gandhinagar,CE,ST,6,14930,15843
IIT Gandhinagar,ME,GEN,6,3912,5331
IIT Gandhinagar,ME,GEN-EWS,6,4768,5641
IIT Gandhinagar,ME,OBC-NCL,6,5567,7487
IIT Gandhinagar,ME,SC,6,10045,11008
IIT Gandhinagar,ME,ST,6,11989,12644
IIT Goa,CSE,GEN,6,488,2270
IIT Goa,CSE,GEN-EWS,6,530,1891
IIT Goa,CSE,OBC-NCL,6,751,2171
IIT Goa,CSE,SC,6,1181,2209
IIT Goa,CSE,ST,6,1542,2424
IIT Goa,ECE,GEN,6,1936,2649
IIT Goa,ECE,GEN-EWS,6,2361,3314
IIT Goa,ECE,OBC-NCL,6,2734,3853
IIT Goa,ECE,SC,6,5092,6456
IIT Goa,ECE,ST,6,5914,6436
IIT Goa,EE,GEN,6,3088,3658
IIT Goa,EE,GEN-EWS,6,3686,4548
IIT Goa,EE,OBC-NCL,6,4226,6117
IIT Goa,EE,SC,6,7455,7988
IIT Goa,EE,ST,6,8906,10487
IIT Goa,CE,GEN,6,5033,6554
IIT Goa,CE,GEN-EWS,6,6085,7648
IIT Goa,CE,OBC-NCL,6,6914,8865
IIT Goa,CE,SC,6,12579,14387
IIT Goa,CE,ST,6,14952,15693
IIT Goa,ME,GEN,6,3904,5123
IIT Goa,ME,GEN-EWS,6,4806,6088
IIT Goa,ME,OBC-NCL,6,5686,7447
IIT Goa,ME,SC,6,9930,11123
IIT Goa,ME,ST,6,11948,12688
IIT Guwahati,CSE,GEN,6,496,1575
IIT Guwahati,CSE,GEN-EWS,6,541,2307
IIT Guwahati,CSE,OBC-NCL,6,694,1628
IIT Guwahati,CSE,SC,6,1230,2099
IIT Guwahati,CSE,ST,6,1516,2797
IIT Guwahati,ECE,GEN,6,2080,3103
IIT Guwahati,ECE,GEN-EWS,6,2381,4372
IIT Guwahati,ECE,OBC-NCL,6,2806,3876
IIT Guwahati,ECE,SC,6,5025,6701
IIT Guwahati,ECE,ST,6,5916,6787
IIT Guwahati,EE,GEN,6,2930,4741
IIT Guwahati,EE,GEN-EWS,6,3518,4788
IIT Guwahati,EE,OBC-NCL,6,4188,5364
IIT Guwahati,EE,SC,6,7511,8788
IIT Guwahati,EE,ST,6,8931,9520
IIT Guwahati,CE,GEN,6,5069,6451
IIT Guwahati,CE,GEN-EWS,6,6009,7140
IIT Guwahati,CE,OBC-NCL,6,7050,8471
IIT Guwahati,CE,SC,6,12570,14013
IIT Guwahati,CE,ST,6,14905,16792
IIT Guwahati,ME,GEN,6,3933,5808
IIT Guwahati,ME,GEN-EWS,6,4717,6667
IIT Guwahati,ME,OBC-NCL,6,5552,6962
IIT Guwahati,ME,SC,6,9902,11717
IIT Guwahati,ME,ST,6,11901,13011
IIT Hyderabad,CSE,GEN,6,543,2040
IIT Hyderabad,CSE,GEN-EWS,6,569,2000
IIT Hyderabad,CSE,OBC-NCL,6,648,2232
IIT Hyderabad,CSE,SC,6,1181,2774
IIT Hyderabad,CSE,ST,6,1545,3083
IIT Hyderabad,ECE,GEN,6,2029,2625
IIT Hyderabad,ECE,GEN-EWS,6,2374,3266
IIT Hyderabad,ECE,OBC-NCL,6,2832,4280
IIT Hyderabad,ECE,SC,6,5084,6456
IIT Hyderabad,ECE,ST,6,5980,6985
IIT Hyderabad,EE,GEN,6,3068,5000
IIT Hyderabad,EE,GEN-EWS,6,3546,4697
IIT Hyderabad,EE,OBC-NCL,6,4198,4859
IIT Hyderabad,EE,SC,6,7429,8886
IIT Hyderabad,EE,ST,6,8989,9647
IIT Hyderabad,CE,GEN,6,5016,5757
IIT Hyderabad,CE,GEN-EWS,6,5957,7055
IIT Hyderabad,CE,OBC-NCL,6,7003,7661
IIT Hyderabad,CE,SC,6,12556,14176
IIT Hyderabad,CE,ST,6,15033,15832
IIT Hyderabad,ME,GEN,6,3934,5541
IIT Hyderabad,ME,GEN-EWS,6,4849,6152
IIT Hyderabad,ME,OBC-NCL,6,5579,6608
IIT Hyderabad,ME,SC,6,9974,10634
IIT Hyderabad,ME,ST,6,12085,12612
IIT Indore,CSE,GEN,6,532,2200
IIT Indore,CSE,GEN-EWS,6,529,1992
IIT Indore,CSE,OBC-NCL,6,679,2556
IIT Indore,CSE,SC,6,1189,2635
IIT Indore,CSE,ST,6,1483,1988
IIT Indore,ECE,GEN,6,1994,3303
IIT Indore,ECE,GEN-EWS,6,2423,3125
IIT Indore,ECE,OBC-NCL,6,2822,3431
IIT Indore,ECE,SC,6,4928,5930
IIT Indore,ECE,ST,6,5962,6972
IIT Indore,EE,GEN,6,2920,3802
IIT Indore,EE,GEN-EWS,6,3574,4930
IIT Indore,EE,OBC-NCL,6,4135,4852
IIT Indore,EE,SC,6,7522,9188
IIT Indore,EE,ST,6,9017,10830
IIT Indore,CE,GEN,6,5099,5974
IIT Indore,CE,GEN-EWS,6,5968,7835
IIT Indore,CE,OBC-NCL,6,7038,8777
IIT Indore,CE,SC,6,12536,13742
IIT Indore,CE,ST,6,15096,16698
IIT Indore,ME,GEN,6,4028,5662
IIT Indore,ME,GEN-EWS,6,4879,5830
IIT Indore,ME,OBC-NCL,6,5615,6648
IIT Indore,ME,SC,6,10086,10743
IIT Indore,ME,ST,6,12089,12752
IIT Jammu,CSE,GEN,6,402,1032
IIT Jammu,CSE,GEN-EWS,6,686,2589
IIT Jammu,CSE,OBC-NCL,6,748,2263
IIT Jammu,CSE,SC,6,1274,2027
IIT Jammu,CSE,ST,6,1529,3321
IIT Jammu,ECE,GEN,6,2020,3979
IIT Jammu,ECE,GEN-EWS,6,2378,3288
IIT Jammu,ECE,OBC-NCL,6,2892,3924
IIT Jammu,ECE,SC,6,4990,6555
IIT Jammu,ECE,ST,6,5972,7554
IIT Jammu,EE,GEN,6,3072,3810
IIT Jammu,EE,GEN-EWS,6,3541,4963
IIT Jammu,EE,OBC-NCL,6,4171,4811
IIT Jammu,EE,SC,6,7419,8541
IIT Jammu,EE,ST,6,9030,10202
IIT Jammu,CE,GEN,6,5049,6395
IIT Jammu,CE,GEN-EWS,6,5992,7576
IIT Jammu,CE,OBC-NCL,6,6976,8269
IIT Jammu,CE,SC,6,12449,13452
IIT Jammu,CE,ST,6,15044,16982
IIT Jammu,ME,GEN,6,3972,5387
IIT Jammu,ME,GEN-EWS,6,4807,6410
IIT Jammu,ME,OBC-NCL,6,5687,7516
IIT Jammu,ME,SC,6,10080,10690
IIT Jammu,ME,ST,6,12079,13030
IIT Jodhpur,CSE,GEN,6,424,1676
IIT Jodhpur,CSE,GEN-EWS,6,618,1725
IIT Jodhpur,CSE,OBC-NCL,6,649,1367
IIT Jodhpur,CSE,SC,6,1192,1799
IIT Jodhpur,CSE,ST,6,1508,2989
IIT Jodhpur,ECE,GEN,6,2095,3181
IIT Jodhpur,ECE,GEN-EWS,6,2381,4092
IIT Jodhpur,ECE,OBC-NCL,6,2821,3788
IIT Jodhpur,ECE,SC,6,5096,6897
IIT Jodhpur,ECE,ST,6,6081,7007
IIT Jodhpur,EE,GEN,6,3058,4310
IIT Jodhpur,EE,GEN-EWS,6,3524,4325
IIT Jodhpur,EE,OBC-NCL,6,4152,5223
IIT Jodhpur,EE,SC,6,7556,8814
IIT Jodhpur,EE,ST,6,8940,9473
IIT Jodhpur,CE,GEN,6,4983,5601
IIT Jodhpur,CE,GEN-EWS,6,5957,7773
IIT Jodhpur,CE,OBC-NCL,6,7012,7896
IIT Jodhpur,CE,SC,6,12492,14083
IIT Jodhpur,CE,ST,6,14993,15821
IIT Jodhpur,ME,GEN,6,3925,5471
IIT Jodhpur,ME,GEN-EWS,6,4834,6037
IIT Jodhpur,ME,OBC-NCL,6,5534,7197
IIT Jodhpur,ME,SC,6,9959,10557
IIT Jodhpur,ME,ST,6,12068,13418
IIT Kanpur,CSE,GEN,6,555,1992
IIT Kanpur,CSE,GEN-EWS,6,699,1403
IIT Kanpur,CSE,OBC-NCL,6,693,2349
IIT Kanpur,CSE,SC,6,1340,3151
IIT Kanpur,CSE,ST,6,1493,2273
IIT Kanpur,ECE,GEN,6,1995,3495
IIT Kanpur,ECE,GEN-EWS,6,2341,3786
IIT Kanpur,ECE,OBC-NCL,6,2812,3974
IIT Kanpur,ECE,SC,6,4946,6386
IIT Kanpur,ECE,ST,6,5944,6516
IIT Kanpur,EE,GEN,6,3059,4030
IIT Kanpur,EE,GEN-EWS,6,3680,5158
IIT Kanpur,EE,OBC-NCL,6,4219,5306
IIT Kanpur,EE,SC,6,7456,9155
IIT Kanpur,EE,ST,6,8949,10347
IIT Kanpur,CE,GEN,6,5076,6734
IIT Kanpur,CE,GEN-EWS,6,5949,6785
IIT Kanpur,CE,OBC-NCL,6,7029,7711
IIT Kanpur,CE,SC,6,12553,13680
IIT Kanpur,CE,ST,6,14939,16910
IIT Kanpur,ME,GEN,6,3981,4597
IIT Kanpur,ME,GEN-EWS,6,4822,6532
IIT Kanpur,ME,OBC-NCL,6,5575,6460
IIT Kanpur,ME,SC,6,9988,11950
IIT Kanpur,ME,ST,6,11958,13935
IIT Kharagpur,CSE,GEN,6,481,1652
IIT Kharagpur,CSE,GEN-EWS,6,646,2322
IIT Kharagpur,CSE,OBC-NCL,6,734,1289
IIT Kharagpur,CSE,SC,6,1202,2736
IIT Kharagpur,CSE,ST,6,1536,3297
IIT Kharagpur,ECE,GEN,6,2064,2577
IIT Kharagpur,ECE,GEN-EWS,6,2357,3653
IIT Kharagpur,ECE,OBC-NCL,6,2839,3348
IIT Kharagpur,ECE,SC,6,4988,5624
IIT Kharagpur,ECE,ST,6,5974,7331
IIT Kharagpur,EE,GEN,6,2925,4798
IIT Kharagpur,EE,GEN-EWS,6,3546,4488
IIT Kharagpur,EE,OBC-NCL,6,4255,5000
IIT Kharagpur,EE,SC,6,7526,8154
IIT Kharagpur,EE,ST,6,8959,9470
IIT Kharagpur,CE,GEN,6,4934,6306
IIT Kharagpur,CE,GEN-EWS,6,6066,7826
IIT Kharagpur,CE,OBC-NCL,6,6971,8306
IIT Kharagpur,CE,SC,6,12529,14056
IIT Kharagpur,CE,ST,6,14949,16847
IIT Kharagpur,ME,GEN,6,4091,6063
IIT Kharagpur,ME,GEN-EWS,6,4873,6852
IIT Kharagpur,ME,OBC-NCL,6,5636,7122
IIT Kharagpur,ME,SC,6,10013,11485
IIT Kharagpur,ME,ST,6,12074,14020
IIT Madras,CSE,GEN,6,545,1531
IIT Madras,CSE,GEN-EWS,6,599,1217
IIT Madras,CSE,OBC-NCL,6,668,1838
IIT Madras,CSE,SC,6,1343,3326
IIT Madras,CSE,ST,6,1512,2650
IIT Madras,ECE,GEN,6,2080,3322
IIT Madras,ECE,GEN-EWS,6,2431,4426
IIT Madras,ECE,OBC-NCL,6,2743,4027
IIT Madras,ECE,SC,6,5043,6742
IIT Madras,ECE,ST,6,6017,7634
IIT Madras,EE,GEN,6,3072,3916
IIT Madras,EE,GEN-EWS,6,3671,5643
IIT Madras,EE,OBC-NCL,6,4290,4951
IIT Madras,EE,SC,6,7516,8669
IIT Madras,EE,ST,6,9022,9676
IIT Madras,CE,GEN,6,4986,6315
IIT Madras,CE,GEN-EWS,6,5976,7487
IIT Madras,CE,OBC-NCL,6,6903,7843
IIT Madras,CE,SC,6,12452,14060
IIT Madras,CE,ST,6,15089,16861
IIT Madras,ME,GEN,6,3922,4856
IIT Madras,ME,GEN-EWS,6,4777,6721
IIT Madras,ME,OBC-NCL,6,5621,6918
IIT Madras,ME,SC,6,10015,11593
IIT Madras,ME,ST,6,12024,13601
IIT Mandi,CSE,GEN,6,487,2195
IIT Mandi,CSE,GEN-EWS,6,619,2030
IIT Mandi,CSE,OBC-NCL,6,678,1742
IIT Mandi,CSE,SC,6,1336,2659
IIT Mandi,CSE,ST,6,1502,2319
IIT Mandi,ECE,GEN,6,2098,3817
IIT Mandi,ECE,GEN-EWS,6,2309,4164
