Round,Institute,Department,Category,Opening Rank,Closing Rank
1,NIT Hamirpur,Civil Engineering,OBC-NCL,10048,10632
1,NIT Hamirpur,Civil Engineering,SC,12428,13210
1,NIT Hamirpur,Civil Engineering,ST,12441,14442
1,NIT Hamirpur,Civil Engineering,GEN-EWS,5263,5926
1,NIT Hamirpur,Electrical Engineering,GEN,6536,9157
1,NIT Hamirpur,Electrical Engineering,OBC-NCL,3372,3758
1,NIT Hamirpur,Electrical Engineering,SC,7512,7563
1,NIT Hamirpur,Electrical Engineering,ST,4115,7000
1,NIT Hamirpur,Electrical Engineering,GEN-EWS,7799,10450
2,NIT Hamirpur,Computer Science and Engineering,GEN,13674,15392
2,NIT Hamirpur,Computer Science and Engineering,OBC-NCL,3610,6300
2,NIT Hamirpur,Computer Science and Engineering,SC,13495,16401
2,NIT Hamirpur,Computer Science and Engineering,ST,1405,3992
2,NIT Hamirpur,Computer Science and Engineering,GEN-EWS,6856,9092
2,NIT Hamirpur,Electronics and Communication Engineering,GEN,4327,7166
2,NIT Hamirpur,Electronics and Communication Engineering,OBC-NCL,7427,7693
2,NIT Hamirpur,Electronics and Communication Engineering,SC,14849,15032
2,NIT Hamirpur,Electronics and Communication Engineering,ST,12548,12800
2,NIT Hamirpur,Electronics and Communication Engineering,GEN-EWS,14717,15364
2,NIT Hamirpur,Mechanical Engineering,GEN,13978,16543
2,NIT Hamirpur,Mechanical Engineering,OBC-NCL,1075,3747
2,NIT Hamirpur,Mechanical Engineering,SC,11682,13629
2,NIT Hamirpur,Mechanical Engineering,ST,833,1990
2,NIT Hamirpur,Mechanical Engineering,GEN-EWS,2238,3758
2,NIT Hamirpur,Civil Engineering,GEN,7940,9319
2,NIT Hamirpur,Civil Engineering,OBC-NCL,11556,12400
2,NIT Hamirpur,Civil Engineering,SC,845,1487
2,NIT Hamirpur,Civil Engineering,ST,14188,16111
2,NIT Hamirpur,Civil Engineering,GEN-EWS,6268,6463
2,NIT Hamirpur,Electrical Engineering,GEN,10447,12307
2,NIT Hamirpur,Electrical Engineering,OBC-NCL,7521,9868
2,NIT Hamirpur,Electrical Engineering,SC,13143,13219
2,NIT Hamirpur,Electrical Engineering,ST,2989,4468
2,NIT Hamirpur,Electrical Engineering,GEN-EWS,11171,13866
3,NIT Hamirpur,Computer Science and Engineering,GEN,10453,12923
3,NIT Hamirpur,Computer Science and Engineering,OBC-NCL,13763,16633
3,NIT Hamirpur,Computer Science and Engineering,SC,3471,4778
3,NIT Hamirpur,Computer Science and Engineering,ST,5243,6677
3,NIT Hamirpur,Computer Science and Engineering,GEN-EWS,9051,11176
3,NIT Hamirpur,Electronics and Communication Engineering,GEN,3799,4129
3,NIT Hamirpur,Electronics and Communication Engineering,OBC-NCL,5910,7551
3,NIT Hamirpur,Electronics and Communication Engineering,SC,14889,17131
3,NIT Hamirpur,Electronics and Communication Engineering,ST,8144,11100
3,NIT Hamirpur,Electronics and Communication Engineering,GEN-EWS,5853,6513
3,NIT Hamirpur,Mechanical Engineering,GEN,11443,14051
3,NIT Hamirpur,Mechanical Engineering,OBC-NCL,1209,2990
3,NIT Hamirpur,Mechanical Engineering,SC,4582,7301
3,NIT Hamirpur,Mechanical Engineering,ST,5241,5439
3,NIT Hamirpur,Mechanical Engineering,GEN-EWS,13478,14670
3,NIT Hamirpur,Civil Engineering,GEN,561,2184
3,NIT Hamirpur,Civil Engineering,OBC-NCL,8175,10195
3,NIT Hamirpur,Civil Engineering,SC,7316,7848
3,NIT Hamirpur,Civil Engineering,ST,5105,6095
3,NIT Hamirpur,Civil Engineering,GEN-EWS,9859,12207
3,NIT Hamirpur,Electrical Engineering,GEN,5959,7711
3,NIT Hamirpur,Electrical Engineering,OBC-NCL,4596,6706
3,NIT Hamirpur,Electrical Engineering,SC,660,2704
3,NIT Hamirpur,Electrical Engineering,ST,3142,4489
3,NIT Hamirpur,Electrical Engineering,GEN-EWS,4347,5572
4,NIT Hamirpur,Computer Science and Engineering,GEN,9935,10460
4,NIT Hamirpur,Computer Science and Engineering,OBC-NCL,367,2769
4,NIT Hamirpur,Computer Science and Engineering,SC,1303,1554
4,NIT Hamirpur,Computer Science and Engineering,ST,14954,16396
4,NIT Hamirpur,Computer Science and Engineering,GEN-EWS,6546,9231
4,NIT Hamirpur,Electronics and Communication Engineering,GEN,8606,10341
4,NIT Hamirpur,Electronics and Communication Engineering,OBC-NCL,6166,8746
4,NIT Hamirpur,Electronics and Communication Engineering,SC,8146,10349
4,NIT Hamirpur,Electronics and Communication Engineering,ST,6879,8946
4,NIT Hamirpur,Electronics and Communication Engineering,GEN-EWS,12355,13795
4,NIT Hamirpur,Mechanical Engineering,GEN,4633,5561
4,NIT Hamirpur,Mechanical Engineering,OBC-NCL,3789,6133
4,NIT Hamirpur,Mechanical Engineering,SC,4737,7664
4,NIT Hamirpur,Mechanical Engineering,ST,14492,14543
4,NIT Hamirpur,Mechanical Engineering,GEN-EWS,11573,12437
4,NIT Hamirpur,Civil Engineering,GEN,5461,5616
4,NIT Hamirpur,Civil Engineering,OBC-NCL,5658,5936
4,NIT Hamirpur,Civil Engineering,SC,2458,3787
4,NIT Hamirpur,Civil Engineering,ST,11803,14073
4,NIT Hamirpur,Civil Engineering,GEN-EWS,14514,15110
4,NIT Hamirpur,Electrical Engineering,GEN,2183,4878
4,NIT Hamirpur,Electrical Engineering,OBC-NCL,14579,16663
4,NIT Hamirpur,Electrical Engineering,SC,5778,8211
4,NIT Hamirpur,Electrical Engineering,ST,10531,12057
4,NIT Hamirpur,Electrical Engineering,GEN-EWS,3436,3635
5,NIT Hamirpur,Computer Science and Engineering,GEN,6307,8525
5,NIT Hamirpur,Computer Science and Engineering,OBC-NCL,834,2034
5,NIT Hamirpur,Computer Science and Engineering,SC,2188,2458
5,NIT Hamirpur,Computer Science and Engineering,ST,13538,16517
5,NIT Hamirpur,Computer Science and Engineering,GEN-EWS,3085,4066
5,NIT Hamirpur,Electronics and Communication Engineering,GEN,9637,11528
5,NIT Hamirpur,Electronics and Communication Engineering,OBC-NCL,2790,4067
5,NIT Hamirpur,Electronics and Communication Engineering,SC,14808,17470
5,NIT Hamirpur,Electronics and Communication Engineering,ST,1628,1913
5,NIT Hamirpur,Electronics and Communication Engineering,GEN-EWS,14887,15107
5,NIT Hamirpur,Mechanical Engineering,GEN,13923,14417
5,NIT Hamirpur,Mechanical Engineering,OBC-NCL,501,2819
5,NIT Hamirpur,Mechanical Engineering,SC,948,1859
5,NIT Hamirpur,Mechanical Engineering,ST,9389,10572
5,NIT Hamirpur,Mechanical Engineering,GEN-EWS,6338,6477
5,NIT Hamirpur,Civil Engineering,GEN,9098,10689
5,NIT Hamirpur,Civil Engineering,OBC-NCL,1019,2143
5,NIT Hamirpur,Civil Engineering,SC,12248,13892
5,NIT Hamirpur,Civil Engineering,ST,7774,9888
5,NIT Hamirpur,Civil Engineering,GEN-EWS,13287,14134
5,NIT Hamirpur,Electrical Engineering,GEN,5311,7080
5,NIT Hamirpur,Electrical Engineering,OBC-NCL,1561,3393
5,NIT Hamirpur,Electrical Engineering,SC,14163,14769
5,NIT Hamirpur,Electrical Engineering,ST,9585,11579
5,NIT Hamirpur,Electrical Engineering,GEN-EWS,5677,6991
6,NIT Hamirpur,Computer Science and Engineering,GEN,868,3139
6,NIT Hamirpur,Computer Science and Engineering,OBC-NCL,9043,9544
6,NIT Hamirpur,Computer Science and Engineering,SC,3014,5974
6,NIT Hamirpur,Computer Science and Engineering,ST,7273,7628
6,NIT Hamirpur,Computer Science and Engineering,GEN-EWS,8114,8372
6,NIT Hamirpur,Electronics and Communication Engineering,GEN,13615,15492
6,NIT Hamirpur,Electronics and Communication Engineering,OBC-NCL,10712,13419
6,NIT Hamirpur,Electronics and Communication Engineering,SC,13754,14295
6,NIT Hamirpur,Electronics and Communication Engineering,ST,7575,10163
6,NIT Hamirpur,Electronics and Communication Engineering,GEN-EWS,7766,8645
6,NIT Hamirpur,Mechanical Engineering,GEN,9792,11754
6,NIT Hamirpur,Mechanical Engineering,OBC-NCL,6086,7653
6,NIT Hamirpur,Mechanical Engineering,SC,666,1848
6,NIT Hamirpur,Mechanical Engineering,ST,11364,13579
6,NIT Hamirpur,Mechanical Engineering,GEN-EWS,13686,15662
6,NIT Hamirpur,Civil Engineering,GEN,2686,3387
6,NIT Hamirpur,Civil Engineering,OBC-NCL,5341,7104
6,NIT Hamirpur,Civil Engineering,SC,10821,12047
6,NIT Hamirpur,Civil Engineering,ST,12926,13063
6,NIT Hamirpur,Civil Engineering,GEN-EWS,8628,10268
6,NIT Hamirpur,Electrical Engineering,GEN,14411,15998
6,NIT Hamirpur,Electrical Engineering,OBC-NCL,3040,3831
6,NIT Hamirpur,Electrical Engineering,SC,9913,12009
6,NIT Hamirpur,Electrical Engineering,ST,1336,2089
6,NIT Hamirpur,Electrical Engineering,GEN-EWS,1778,4523
1,NIT Jaipur,Computer Science and Engineering,GEN,6991,9816
1,NIT Jaipur,Computer Science and Engineering,OBC-NCL,8504,10292
1,NIT Jaipur,Computer Science and Engineering,SC,5799,7320
1,NIT Jaipur,Computer Science and Engineering,ST,11286,12191
1,NIT Jaipur,Computer Science and Engineering,GEN-EWS,1579,2968
1,NIT Jaipur,Electronics and Communication Engineering,GEN,478,2073
1,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,9229,12003
1,NIT Jaipur,Electronics and Communication Engineering,SC,12977,13843
1,NIT Jaipur,Electronics and Communication Engineering,ST,7099,8060
1,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,12344,14605
1,NIT Jaipur,Mechanical Engineering,GEN,10700,13581
1,NIT Jaipur,Mechanical Engineering,OBC-NCL,13290,16147
1,NIT Jaipur,Mechanical Engineering,SC,10760,13589
1,NIT Jaipur,Mechanical Engineering,ST,1461,3515
1,NIT Jaipur,Mechanical Engineering,GEN-EWS,3213,4396
1,NIT Jaipur,Civil Engineering,GEN,12034,13274
1,NIT Jaipur,Civil Engineering,OBC-NCL,4684,5878
1,NIT Jaipur,Civil Engineering,SC,13786,16431
1,NIT Jaipur,Civil Engineering,ST,3643,4152
1,NIT Jaipur,Civil Engineering,GEN-EWS,1548,1961
1,NIT Jaipur,Electrical Engineering,GEN,11929,14557
1,NIT Jaipur,Electrical Engineering,OBC-NCL,2236,4893
1,NIT Jaipur,Electrical Engineering,SC,13962,14968
1,NIT Jaipur,Electrical Engineering,ST,4298,5637
1,NIT Jaipur,Electrical Engineering,GEN-EWS,14229,15002
2,NIT Jaipur,Computer Science and Engineering,GEN,941,3357
2,NIT Jaipur,Computer Science and Engineering,OBC-NCL,5737,6925
2,NIT Jaipur,Computer Science and Engineering,SC,206,2800
2,NIT Jaipur,Computer Science and Engineering,ST,9412,11544
2,NIT Jaipur,Computer Science and Engineering,GEN-EWS,1664,2529
2,NIT Jaipur,Electronics and Communication Engineering,GEN,3480,4415
2,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,1065,1765
2,NIT Jaipur,Electronics and Communication Engineering,SC,7973,9963
2,NIT Jaipur,Electronics and Communication Engineering,ST,1332,3994
2,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,7165,9607
2,NIT Jaipur,Mechanical Engineering,GEN,2923,5224
2,NIT Jaipur,Mechanical Engineering,OBC-NCL,2158,2768
2,NIT Jaipur,Mechanical Engineering,SC,101,2261
2,NIT Jaipur,Mechanical Engineering,ST,9887,10290
2,NIT Jaipur,Mechanical Engineering,GEN-EWS,6674,7585
2,NIT Jaipur,Civil Engineering,GEN,6389,7017
2,NIT Jaipur,Civil Engineering,OBC-NCL,3695,4392
2,NIT Jaipur,Civil Engineering,SC,11802,13433
2,NIT Jaipur,Civil Engineering,ST,3811,6574
2,NIT Jaipur,Civil Engineering,GEN-EWS,7138,8466
2,NIT Jaipur,Electrical Engineering,GEN,13437,15159
2,NIT Jaipur,Electrical Engineering,OBC-NCL,2566,3684
2,NIT Jaipur,Electrical Engineering,SC,1406,3821
2,NIT Jaipur,Electrical Engineering,ST,8327,9224
2,NIT Jaipur,Electrical Engineering,GEN-EWS,9337,10289
3,NIT Jaipur,Computer Science and Engineering,GEN,1919,3207
3,NIT Jaipur,Computer Science and Engineering,OBC-NCL,9110,11799
3,NIT Jaipur,Computer Science and Engineering,SC,2048,2428
3,NIT Jaipur,Computer Science and Engineering,ST,6156,7448
3,NIT Jaipur,Computer Science and Engineering,GEN-EWS,12616,14128
3,NIT Jaipur,Electronics and Communication Engineering,GEN,9362,11616
3,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,11882,13198
3,NIT Jaipur,Electronics and Communication Engineering,SC,13722,14563
3,NIT Jaipur,Electronics and Communication Engineering,ST,543,2548
3,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,12738,15046
3,NIT Jaipur,Mechanical Engineering,GEN,6649,8176
3,NIT Jaipur,Mechanical Engineering,OBC-NCL,7283,7334
3,NIT Jaipur,Mechanical Engineering,SC,11889,12446
3,NIT Jaipur,Mechanical Engineering,ST,7880,9181
3,NIT Jaipur,Mechanical Engineering,GEN-EWS,7050,7649
3,NIT Jaipur,Civil Engineering,GEN,3406,4867
3,NIT Jaipur,Civil Engineering,OBC-NCL,9448,10107
3,NIT Jaipur,Civil Engineering,SC,5494,5917
3,NIT Jaipur,Civil Engineering,ST,4965,6221
3,NIT Jaipur,Civil Engineering,GEN-EWS,4931,7245
3,NIT Jaipur,Electrical Engineering,GEN,574,635
3,NIT Jaipur,Electrical Engineering,OBC-NCL,3527,5674
3,NIT Jaipur,Electrical Engineering,SC,333,2232
3,NIT Jaipur,Electrical Engineering,ST,12123,12720
3,NIT Jaipur,Electrical Engineering,GEN-EWS,8876,10103
4,NIT Jaipur,Computer Science and Engineering,GEN,645,1884
4,NIT Jaipur,Computer Science and Engineering,OBC-NCL,12116,13576
4,NIT Jaipur,Computer Science and Engineering,SC,18,2427
4,NIT Jaipur,Computer Science and Engineering,ST,9971,12594
4,NIT Jaipur,Computer Science and Engineering,GEN-EWS,4374,6409
4,NIT Jaipur,Electronics and Communication Engineering,GEN,13325,13665
4,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,894,1209
4,NIT Jaipur,Electronics and Communication Engineering,SC,13760,15004
4,NIT Jaipur,Electronics and Communication Engineering,ST,658,2850
4,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,8489,10419
4,NIT Jaipur,Mechanical Engineering,GEN,807,2038
4,NIT Jaipur,Mechanical Engineering,OBC-NCL,1947,2679
4,NIT Jaipur,Mechanical Engineering,SC,14559,16968
4,NIT Jaipur,Mechanical Engineering,ST,5279,8157
4,NIT Jaipur,Mechanical Engineering,GEN-EWS,7394,8300
4,NIT Jaipur,Civil Engineering,GEN,2017,4115
4,NIT Jaipur,Civil Engineering,OBC-NCL,1608,3024
4,NIT Jaipur,Civil Engineering,SC,1640,2498
4,NIT Jaipur,Civil Engineering,ST,2917,5220
4,NIT Jaipur,Civil Engineering,GEN-EWS,9618,10540
4,NIT Jaipur,Electrical Engineering,GEN,4200,6531
4,NIT Jaipur,Electrical Engineering,OBC-NCL,8203,8678
4,NIT Jaipur,Electrical Engineering,SC,1485,1982
4,NIT Jaipur,Electrical Engineering,ST,9528,11109
4,NIT Jaipur,Electrical Engineering,GEN-EWS,12445,12541
5,NIT Jaipur,Computer Science and Engineering,GEN,4150,6935
5,NIT Jaipur,Computer Science and Engineering,OBC-NCL,11984,12882
5,NIT Jaipur,Computer Science and Engineering,SC,7370,9474
5,NIT Jaipur,Computer Science and Engineering,ST,10193,12030
5,NIT Jaipur,Computer Science and Engineering,GEN-EWS,941,1248
5,NIT Jaipur,Electronics and Communication Engineering,GEN,9526,9893
5,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,2123,3183
5,NIT Jaipur,Electronics and Communication Engineering,SC,917,1749
5,NIT Jaipur,Electronics and Communication Engineering,ST,356,2848
5,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,2431,3036
5,NIT Jaipur,Mechanical Engineering,GEN,9658,11700
5,NIT Jaipur,Mechanical Engineering,OBC-NCL,14356,15702
5,NIT Jaipur,Mechanical Engineering,SC,5641,6044
5,NIT Jaipur,Mechanical Engineering,ST,14883,15501
5,NIT Jaipur,Mechanical Engineering,GEN-EWS,10173,11048
5,NIT Jaipur,Civil Engineering,GEN,32,595
5,NIT Jaipur,Civil Engineering,OBC-NCL,11706,13974
5,NIT Jaipur,Civil Engineering,SC,10381,11750
5,NIT Jaipur,Civil Engineering,ST,2912,3564
5,NIT Jaipur,Civil Engineering,GEN-EWS,8127,8782
5,NIT Jaipur,Electrical Engineering,GEN,13499,15947
5,NIT Jaipur,Electrical Engineering,OBC-NCL,14747,17594
5,NIT Jaipur,Electrical Engineering,SC,7444,9128
5,NIT Jaipur,Electrical Engineering,ST,10478,11576
5,NIT Jaipur,Electrical Engineering,GEN-EWS,603,1487
6,NIT Jaipur,Computer Science and Engineering,GEN,11467,12801
6,NIT Jaipur,Computer Science and Engineering,OBC-NCL,195,1566
6,NIT Jaipur,Computer Science and Engineering,SC,660,2766
6,NIT Jaipur,Computer Science and Engineering,ST,12181,12528
6,NIT Jaipur,Computer Science and Engineering,GEN-EWS,2392,4496
6,NIT Jaipur,Electronics and Communication Engineering,GEN,543,2172
6,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,11489,13340
6,NIT Jaipur,Electronics and Communication Engineering,SC,1360,3033
6,NIT Jaipur,Electronics and Communication Engineering,ST,6072,8427
6,NIT Jaipur,Electronics and Communication Engineering,GEN-EWS,4734,6576
6,NIT Jaipur,Mechanical Engineering,GEN,4527,6791
6,NIT Jaipur,Mechanical Engineering,OBC-NCL,11171,13939
6,NIT Jaipur,Mechanical Engineering,SC,14954,15831
6,NIT Jaipur,Mechanical Engineering,ST,7922,8408
6,NIT Jaipur,Mechanical Engineering,GEN-EWS,7591,8401
6,NIT Jaipur,Civil Engineering,GEN,13220,15805
6,NIT Jaipur,Civil Engineering,OBC-NCL,12322,12469
6,NIT Jaipur,Civil Engineering,SC,5431,8158
6,NIT Jaipur,Civil Engineering,ST,8354,8988
6,NIT Jaipur,Civil Engineering,GEN-EWS,3509,6449
6,NIT Jaipur,Electrical Engineering,GEN,2786,4610
6,NIT Jaipur,Electrical Engineering,OBC-NCL,10555,13096
6,NIT Jaipur,Electrical Engineering,SC,4079,5204
6,NIT Jaipur,Electrical Engineering,ST,12607,13262
6,NIT Jaipur,Electrical Engineering,GEN-EWS,9333,9860
1,NIT Jalandhar,Computer Science and Engineering,GEN,3679,6069
1,NIT Jalandhar,Computer Science and Engineering,OBC-NCL,5564,5806
1,NIT Jalandhar,Computer Science and Engineering,SC,11132,12193
1,NIT Jalandhar,Computer Science and Engineering,ST,2619,5457
1,NIT Jalandhar,Computer Science and Engineering,GEN-EWS,10360,10900
1,NIT Jalandhar,Electronics and Communication Engineering,GEN,8384,10239
1,NIT Jalandhar,Electronics and Communication Engineering,OBC-NCL,12827,15502
1,NIT Jalandhar,Electronics and Communication Engineering,SC,9920,10601
1,NIT Jalandhar,Electronics and Communication Engineering,ST,12140,13222
1,NIT Jalandhar,Electronics and Communication Engineering,GEN-EWS,323,1569
1,NIT Jalandhar,Mechanical Engineering,GEN,2399,4592
1,NIT Jalandhar,Mechanical Engineering,OBC-NCL,12677,15379
1,NIT Jalandhar,Mechanical Engineering,SC,6389,6895
1,NIT Jalandhar,Mechanical Engineering,ST,7308,8307
1,NIT Jalandhar,Mechanical Engineering,GEN-EWS,14017,16751
1,NIT Jalandhar,Civil Engineering,GEN,2283,4093
1,NIT Jalandhar,Civil Engineering,OBC-NCL,1056,2723
1,NIT Jalandhar,Civil Engineering,SC,13685,15010
1,NIT Jalandhar,Civil Engineering,ST,7548,8006
1,NIT Jalandhar,Civil Engineering,GEN-EWS,3614,5260
1,NIT Jalandhar,Electrical Engineering,GEN,9321,11155
1,NIT Jalandhar,Electrical Engineering,OBC-NCL,5322,5783
1,NIT Jalandhar,Electrical Engineering,SC,12611,13280
1,NIT Jalandhar,Electrical Engineering,ST,10049,12921
1,NIT Jalandhar,Electrical Engineering,GEN-EWS,8846,10328
2,NIT Jalandhar,Computer Science and Engineering,GEN,2759,4655
2,NIT Jalandhar,Computer Science and Engineering,OBC-NCL,3170,4587
2,NIT Jalandhar,Computer Science and Engineering,SC,14242,16495
2,NIT Jalandhar,Computer Science and Engineering,ST,13808,15374
2,NIT Jalandhar,Computer Science and Engineering,GEN-EWS,5575,6500
2,NIT Jalandhar,Electronics and Communication Engineering,GEN,1739,3588
2,NIT Jalandhar,Electronics and Communication Engineering,OBC-NCL,340,1489
2,NIT Jalandhar,Electronics and Communication Engineering,SC,2705,5515
2,NIT Jalandhar,Electronics and Communication Engineering,ST,6828,7878
2,NIT Jalandhar,Electronics and Communication Engineering,GEN-EWS,11094,13667
2,NIT Jalandhar,Mechanical Engineering,GEN,7794,10123
2,NIT Jalandhar,Mechanical Engineering,OBC-NCL,4386,5844
2,NIT Jalandhar,Mechanical Engineering,SC,28,2083
2,NIT Jalandhar,Mechanical Engineering,ST,13385,15071
2,NIT Jalandhar,Mechanical Engineering,GEN-EWS,1820,3972
2,NIT Jalandhar,Civil Engineering,GEN,14105,16578
2,NIT Jalandhar,Civil Engineering,OBC-NCL,6772,7394
2,NIT Jalandhar,Civil Engineering,SC,8766,9716
2,NIT Jalandhar,Civil Engineering,ST,9436,11153
2,NIT Jalandhar,Civil Engineering,GEN-EWS,11928,13591
2,NIT Jalandhar,Electrical Engineering,GEN,12325,12715
2,NIT Jalandhar,Electrical Engineering,OBC-NCL,5711,6154
2,NIT Jalandhar,Electrical Engineering,SC,10579,11117
2,NIT Jalandhar,Electrical Engineering,ST,3122,3967
2,NIT Jalandhar,Electrical Engineering,GEN-EWS,4244,5750
3,NIT Jalandhar,Computer Science and Engineering,GEN,12099,13842
3,NIT Jalandhar,Computer Science and Engineering,OBC-NCL,14028,14182
3,NIT Jalandhar,Computer Science and Engineering,SC,13192,15852
3,NIT Jalandhar,Computer Science and Engineering,ST,13705,16066
3,NIT Jalandhar,Computer Science and Engineering,GEN-EWS,11598,11667
3,NIT Jalandhar,Electronics and Communication Engineering,GEN,4763,7288
3,NIT Jalandhar,Electronics and Communication Engineering,OBC-NCL,14281,15640
3,NIT Jalandhar,Electronics and Communication Engineering,SC,9468,12144
3,NIT Jalandhar,Electronics and Communication Engineering,ST,13297,16031
3,NIT Jalandhar,Electronics and Communication Engineering,GEN-EWS,12634,14464
3,NIT Jalandhar,Mechanical Engineering,GEN,13799,14036
3,NIT Jalandhar,Mechanical Engineering,OBC-NCL,659,1241
